total_sales,genre,release_date
0.02,Puzzle,2006-10-26
0.02,Puzzle,1996-06-28
0.02,Puzzle,2006-06-09
0.02,Puzzle,2009-10-27
0.02,Puzzle,2009-04-21
0.02,Puzzle,2017-10-24
0.02,Puzzle,2012-11-09
0.02,Puzzle,2001-01-03
0.02,Puzzle,2013-11-07
0.02,Puzzle,2017-11-21
0.02,Puzzle,2011-11-25
0.02,Puzzle,2016-11-01
0.02,Puzzle,2010-02-02
0.02,Puzzle,2007-03-20
0.02,Puzzle,2008-02-27
0.02,Puzzle,2016-09-09
0.02,Puzzle,2001-12-30
0.02,Puzzle,2010-02-09
0.02,Puzzle,2012-04-03
0.02,Puzzle,2007-01-01
0.02,Puzzle,2009-02-13
0.02,Puzzle,2017-02-02
0.02,Puzzle,2010-10-20
0.02,Puzzle,2010-08-17
0.02,Puzzle,2007-11-06
0.02,Puzzle,2012-02-21
0.02,Puzzle,2018-02-22
0.02,Puzzle,2009-05-08
0.02,Adventure,2010-10-26
0.02,Adventure,2008-12-25
0.02,Adventure,2002-05-30
0.02,Adventure,2016-04-21
0.02,Adventure,2015-03-12
0.02,Adventure,2010-06-24
0.02,Adventure,2016-11-17
0.02,Puzzle,2011-11-10
0.02,Puzzle,2011-09-13
0.02,Puzzle,1999-05-31
0.02,Adventure,2016-10-06
0.02,Adventure,2017-06-08
0.02,Adventure,2011-08-04
0.02,Adventure,2016-06-16
0.02,Puzzle,2008-10-07
0.02,Puzzle,2018-08-28
0.02,Puzzle,2010-11-03
0.02,Puzzle,2006-11-17
0.02,Puzzle,2017-10-10
0.02,Puzzle,2002-05-05
0.02,Puzzle,2007-10-30
0.02,Puzzle,1995-01-01
0.02,Puzzle,2010-08-31
0.02,Puzzle,2007-03-21
0.02,Puzzle,2006-08-30
0.02,Puzzle,2017-11-17
0.02,Puzzle,2011-06-28
0.02,Puzzle,2006-11-17
0.02,Puzzle,2011-06-07
0.02,Puzzle,2011-12-02
0.02,Visual Novel,2016-03-24
0.02,Visual Novel,2012-03-29
0.02,Visual Novel,2012-08-30
0.02,Visual Novel,2012-01-20
0.02,Visual Novel,2012-06-28
0.02,Visual Novel,2013-06-27
0.02,Visual Novel,2013-04-25
0.02,Visual Novel,2011-09-15
0.02,Adventure,2011-04-28
0.02,Adventure,2008-10-10
0.02,Adventure,1998-07-09
0.02,Adventure,2015-10-13
0.02,Visual Novel,2013-06-20
0.02,Visual Novel,2014-06-26
0.02,Visual Novel,2018-09-04
0.02,Adventure,2002-02-01
0.02,Adventure,2011-10-27
0.02,Adventure,2010-09-03
0.02,Adventure,2010-08-26
0.02,Adventure,2006-01-26
0.02,Adventure,2015-01-22
0.02,Adventure,2006-09-28
0.02,Adventure,2014-10-30
0.02,Adventure,2010-02-16
0.02,Adventure,2010-12-09
0.02,Adventure,2018-03-30
0.02,Adventure,2008-06-11
0.02,Adventure,2017-10-19
0.02,Adventure,2010-09-30
0.02,Adventure,2008-04-03
0.02,Adventure,2016-09-29
0.02,Adventure,2004-09-12
0.02,Adventure,2017-02-16
0.02,Adventure,2010-08-31
0.02,Adventure,2010-12-16
0.02,Adventure,2018-07-17
0.02,Adventure,2015-10-13
0.02,Adventure,2006-04-27
0.02,Adventure,2015-01-01
0.02,Adventure,2007-10-11
0.02,Adventure,2002-05-23
0.02,Adventure,2016-09-08
0.02,Adventure,1996-03-06
0.02,Adventure,2009-06-01
0.02,Adventure,2007-03-22
0.02,Adventure,2009-08-11
0.02,Visual Novel,2012-08-30
0.02,Visual Novel,2016-06-02
0.02,Visual Novel,2015-07-30
0.02,Platform,2005-09-06
0.02,Platform,2006-10-03
0.02,Platform,2018-06-19
0.02,Platform,2007-09-04
0.02,Platform,2008-02-15
0.02,Visual Novel,2013-04-04
0.02,Visual Novel,2013-03-28
0.02,Visual Novel,2012-02-23
0.02,Visual Novel,2018-07-26
0.02,Visual Novel,2016-02-04
0.02,Visual Novel,2015-02-19
0.02,Visual Novel,2013-09-19
0.02,Visual Novel,2011-12-15
0.02,Platform,2018-05-22
0.02,Platform,2005-10-11
0.02,Platform,2012-06-14
0.02,Visual Novel,2012-11-22
0.02,Visual Novel,2017-03-16
0.02,Visual Novel,2012-05-24
0.02,Visual Novel,2018-07-26
0.02,Platform,2003-12-16
0.02,Platform,2018-02-21
0.02,Platform,2003-09-24
0.02,Platform,2017-06-20
0.02,Platform,2011-09-07
0.02,Platform,2001-10-16
0.02,Platform,2006-06-28
0.02,Platform,2004-06-02
0.02,Adventure,2008-05-15
0.02,Adventure,2010-04-28
0.02,Adventure,2016-09-22
0.02,Adventure,2017-01-26
0.02,Adventure,2010-03-25
0.02,Adventure,2008-04-24
0.02,Adventure,2016-03-18
0.02,Adventure,2017-01-26
0.02,Adventure,2011-11-15
0.02,Adventure,2007-08-16
0.02,Adventure,2003-12-08
0.02,Adventure,2012-09-30
0.02,Adventure,2010-11-25
0.02,Adventure,2010-05-20
0.02,Adventure,2010-01-28
0.02,Adventure,2010-08-12
0.02,Adventure,2008-10-07
0.02,Adventure,2010-06-24
0.02,Adventure,2010-02-25
0.02,Adventure,2007-11-16
0.02,Adventure,2007-11-22
0.02,Adventure,2010-07-08
0.02,Adventure,2016-03-10
0.02,Adventure,2010-09-09
0.02,Platform,2008-06-24
0.02,Platform,2007-07-02
0.02,Platform,2005-10-24
0.02,Platform,2006-03-29
0.02,Platform,2014-07-29
0.02,Platform,2011-06-21
0.02,Platform,2006-03-29
0.02,Platform,2004-01-01
0.02,Visual Novel,2013-07-25
0.02,Visual Novel,2012-06-21
0.02,Visual Novel,2013-08-08
0.02,Platform,2018-02-21
0.02,Platform,2005-11-03
0.02,Platform,2002-02-14
0.02,Platform,2008-03-18
0.02,Platform,2002-04-15
0.02,Visual Novel,2013-09-26
0.02,Visual Novel,2012-05-31
0.02,Visual Novel,2017-03-16
0.02,Visual Novel,2015-01-01
0.02,Visual Novel,2012-03-22
0.02,Visual Novel,2013-08-01
0.02,Visual Novel,2012-06-28
0.02,Visual Novel,2012-06-28
0.02,Platform,2009-06-30
0.02,Platform,2008-06-03
0.02,Platform,2009-05-19
0.02,Platform,2018-10-16
0.02,Platform,2002-10-15
0.02,Platform,2006-03-29
0.02,Platform,2007-05-04
0.02,Adventure,2007-07-19
0.02,Adventure,2011-04-07
0.02,Adventure,2006-10-24
0.02,Adventure,2016-11-17
0.02,Adventure,2017-10-27
0.02,Adventure,2003-11-11
0.02,Adventure,2006-04-27
0.02,Adventure,2017-03-30
0.02,Adventure,2010-07-29
0.02,Adventure,2009-02-28
0.02,Adventure,2002-06-20
0.02,Adventure,2006-08-15
0.02,Adventure,2007-03-08
0.02,Adventure,2010-10-14
0.02,Adventure,2010-05-27
0.02,Adventure,2007-10-04
0.02,Adventure,2010-07-29
0.02,Adventure,2018-11-06
0.02,Adventure,2008-02-14
0.02,Adventure,2010-02-25
0.02,Adventure,2007-11-29
0.02,Adventure,2014-08-28
0.02,Adventure,1997-09-24
0.02,Adventure,2011-03-31
0.02,Adventure,2017-08-03
0.02,Adventure,2009-07-30
0.02,Adventure,2016-02-12
0.02,Adventure,2014-10-30
0.02,Adventure,2009-08-25
0.02,Adventure,2010-06-03
0.02,Adventure,2017-07-27
0.02,Adventure,2017-04-27
0.02,Adventure,2007-04-26
0.02,Adventure,2006-02-23
0.02,Adventure,2009-11-12
0.02,Adventure,2011-01-27
0.02,Adventure,2008-12-18
0.02,Adventure,2014-11-13
0.02,Adventure,2008-09-25
0.02,Adventure,2007-07-12
0.02,Adventure,2008-02-28
0.02,Adventure,2015-01-29
0.02,Adventure,2010-08-19
0.02,Adventure,2008-11-27
0.02,Adventure,2008-12-02
0.02,Adventure,2009-02-05
0.02,Adventure,2004-03-30
0.02,Adventure,2017-09-21
0.02,Adventure,2013-01-31
0.02,Adventure,2016-12-22
0.02,Adventure,2010-06-24
0.02,Adventure,2008-07-10
0.02,Adventure,2010-07-29
0.02,Adventure,2016-03-24
0.02,Adventure,2017-09-07
0.02,Adventure,2014-08-28
0.02,Adventure,2010-05-27
0.02,Shooter,2008-02-25
0.02,Shooter,2011-09-07
0.02,Shooter,2010-09-23
0.02,Shooter,2001-02-28
0.02,Shooter,2004-09-06
0.02,Shooter,2006-11-06
0.02,Shooter,2004-09-16
0.02,Shooter,2005-02-23
0.02,Shooter,2004-04-12
0.02,Adventure,2014-11-13
0.02,Adventure,2009-08-27
0.02,Adventure,2010-07-01
0.02,Adventure,2010-02-04
0.02,Adventure,2007-04-19
0.02,Adventure,2017-07-27
0.02,Shooter,2016-10-10
0.02,Adventure,2017-02-16
0.02,Adventure,2016-11-24
0.02,Adventure,2009-10-15
0.02,Shooter,2009-02-19
0.02,Shooter,2005-04-05
0.02,Shooter,2005-10-24
0.02,Adventure,2003-02-27
0.02,Shooter,2017-01-17
0.02,Shooter,2008-04-15
0.02,Shooter,2008-10-07
0.02,Shooter,2004-04-12
0.02,Shooter,2011-03-25
0.02,Shooter,2005-09-27
0.02,Shooter,2005-09-27
0.02,Shooter,2005-11-01
0.02,Shooter,2018-09-04
0.02,Shooter,2017-10-17
0.02,Shooter,2014-03-26
0.02,Shooter,2003-01-20
0.02,Shooter,2006-11-17
0.02,Shooter,2011-10-20
0.02,Shooter,2003-07-24
0.02,Action,2017-07-21
0.02,Action,2017-08-31
0.02,Action,2010-11-11
0.02,Shooter,2005-12-07
0.02,Shooter,2004-12-03
0.02,Shooter,2002-09-16
0.02,Shooter,2008-03-12
0.02,Shooter,2004-10-10
0.02,Shooter,2011-12-19
0.02,Shooter,2012-06-28
0.02,Shooter,2007-02-27
0.02,Shooter,2000-10-25
0.02,Shooter,2011-03-25
0.02,Shooter,2013-05-21
0.02,Action,2011-12-08
0.02,Action,2010-01-19
0.02,Shooter,2016-10-25
0.02,Shooter,2006-04-04
0.02,Shooter,2009-07-21
0.02,Shooter,2014-02-25
0.02,Shooter,2007-04-23
0.02,Shooter,1996-06-14
0.02,Shooter,2004-04-12
0.02,Shooter,2005-10-11
0.02,Action,2005-06-14
0.02,Action,2010-10-21
0.02,Action,2011-08-18
0.02,Action,2016-01-28
0.02,Action,2018-02-13
0.02,Shooter,2009-10-20
0.02,Shooter,2011-02-24
0.02,Shooter,2008-10-30
0.02,Shooter,2018-07-10
0.02,Shooter,2008-03-04
0.02,Shooter,2001-07-23
0.02,Action,2008-10-30
0.02,Action,2016-08-25
0.02,Action,2016-08-25
0.02,Action,2017-10-10
0.02,Action,2010-04-15
0.02,Shooter,2012-05-24
0.02,Shooter,2009-03-26
0.02,Shooter,2006-06-13
0.02,Shooter,1995-11-24
0.02,Shooter,2011-11-22
0.02,Shooter,2005-11-15
0.02,Shooter,2010-04-22
0.02,Shooter,2008-08-25
0.02,Shooter,2008-11-18
0.02,Shooter,2010-09-14
0.02,Shooter,2004-11-17
0.02,Shooter,2013-10-01
0.02,Shooter,2006-05-23
0.02,Shooter,2012-07-11
0.02,Shooter,2008-10-23
0.02,Shooter,2001-05-16
0.02,Action,2003-07-23
0.02,Action,2015-04-23
0.02,Action,2005-04-02
0.02,Action,2004-03-23
0.02,Action,2006-09-21
0.02,Action,2006-08-15
0.02,Action,2017-09-29
0.02,Action,2017-08-29
0.02,Action,2015-04-02
0.02,Action,2015-06-25
0.02,Action,2006-09-12
0.02,Action,2008-12-04
0.02,Action,2015-01-29
0.02,Action,2006-09-27
0.02,Action,2015-11-19
0.02,Action,2018-06-19
0.02,Shooter,2006-04-14
0.02,Shooter,2005-02-27
0.02,Shooter,2010-10-12
0.02,Shooter,2004-03-16
0.02,Shooter,2009-08-18
0.02,Action,1999-09-30
0.02,Action,2013-11-05
0.02,Action,2008-11-20
0.02,Shooter,2007-03-20
0.02,Shooter,2017-12-05
0.02,Shooter,2004-10-05
0.02,Shooter,2007-02-22
0.02,Shooter,2007-10-02
0.02,Shooter,2007-11-06
0.02,Shooter,2005-10-27
0.02,Shooter,2017-10-17
0.02,Action,2011-06-21
0.02,Action,2015-07-23
0.02,Action,2006-02-28
0.02,Action,2011-09-01
0.02,Action,2015-08-27
0.02,Action,2014-09-04
0.02,Action,2018-08-28
0.02,Action,2006-04-11
0.02,Action,2012-10-16
0.02,Action,2017-03-28
0.02,Action,2001-09-30
0.02,Action,2008-09-25
0.02,Action,2006-08-08
0.02,Action,2010-12-02
0.02,Action,2017-03-28
0.02,Action,2002-05-02
0.02,Action,1999-01-31
0.02,Action,2015-04-30
0.02,Action,2006-08-10
0.02,Action,2007-06-29
0.02,Action,2006-09-27
0.02,Action,2004-03-24
0.02,Action,2008-02-26
0.02,Action,2007-06-28
0.02,Action,2010-05-25
0.02,Action,2007-09-11
0.02,Action,2010-11-26
0.02,Action,2011-09-07
0.02,Action,2015-05-28
0.02,Action,2016-11-22
0.02,Action,2014-06-17
0.02,Action,2016-06-30
0.02,Visual Novel,2018-08-30
0.02,Visual Novel,2010-10-28
0.02,Visual Novel,2013-03-20
0.02,Visual Novel,2012-06-07
0.02,Visual Novel,2013-03-28
0.02,Visual Novel,2013-11-14
0.02,Visual Novel,2013-06-20
0.02,Visual Novel,2015-08-11
0.02,Action,2010-11-25
0.02,Action,2006-11-27
0.02,Action,2018-08-28
0.02,Action,2016-09-29
0.02,Action,2017-09-29
0.02,Action,2006-08-08
0.02,Action,2018-03-20
0.02,Action,2016-05-26
0.02,Action,2000-02-29
0.02,Action,2016-07-28
0.02,Action,2011-12-01
0.02,Action,2018-03-27
0.02,Action,2010-05-27
0.02,Action,2009-07-21
0.02,Action,2013-02-07
0.02,Action,2011-04-20
0.02,Action,2018-02-15
0.02,Action,2018-06-05
0.02,Action,2018-06-05
0.02,Action,2016-05-26
0.02,Action,2005-10-11
0.02,Action,2015-05-28
0.02,Action,2009-01-13
0.02,Action,2016-04-21
0.02,Action,2012-05-24
0.02,Action,2016-11-10
0.02,Action,2009-06-23
0.02,Action,2015-04-23
0.02,Action,2002-12-05
0.02,Action,2011-11-10
0.02,Action,2011-08-19
0.02,Action,2018-03-20
0.02,Action,2006-03-29
0.02,Action,2009-10-31
0.02,Action,2014-06-26
0.02,Action,2015-09-25
0.02,Action,2004-09-21
0.02,Action,2011-03-31
0.02,Action,2016-07-05
0.02,Action,2017-05-26
0.02,Action,2018-08-14
0.02,Action,2007-06-21
0.02,Action,2016-11-23
0.02,Action,2007-11-06
0.02,Action,2018-11-29
0.02,Action,2015-05-21
0.02,Action,2015-03-05
0.02,Action,2018-08-09
0.02,Visual Novel,2012-07-19
0.02,Visual Novel,2015-06-25
0.02,Visual Novel,2013-07-11
0.02,Visual Novel,2012-04-12
0.02,Action,2016-08-25
0.02,Action,2006-09-12
0.02,Action,2004-08-10
0.02,Action,2016-11-01
0.01,Visual Novel,2011-10-06
0.01,Visual Novel,2012-10-25
0.01,Visual Novel,2018-03-29
0.01,Visual Novel,2012-11-29
0.01,Visual Novel,2018-03-16
0.01,Visual Novel,2014-04-24
0.01,Visual Novel,2015-06-11
0.01,Visual Novel,2018-09-20
0.01,Visual Novel,2018-10-11
0.01,Visual Novel,2018-02-22
0.01,Visual Novel,2017-10-26
0.01,Visual Novel,2018-03-08
0.01,Visual Novel,2018-11-15
0.01,Visual Novel,2018-01-01
0.01,Visual Novel,2013-09-26
0.01,Visual Novel,2018-09-27
0.01,Visual Novel,2018-08-23
0.01,Visual Novel,2018-05-17
0.01,Visual Novel,2018-03-22
0.01,Visual Novel,2018-03-29
0.01,Visual Novel,2018-05-31
0.01,Platform,2018-07-26
0.01,Platform,2007-04-02
0.01,Platform,2006-04-13
0.01,Platform,2013-11-29
0.01,Platform,2009-07-02
0.01,Platform,2003-12-02
0.01,Platform,2003-11-02
0.01,Platform,2015-11-03
0.01,Platform,2018-11-20
0.01,Platform,2008-12-03
0.01,Platform,2001-12-11
0.01,Platform,2014-02-18
0.01,Platform,2007-08-02
0.01,Platform,2018-10-16
0.01,Action,2006-09-18
0.01,Action,2012-08-31
0.01,Action,2008-08-28
0.01,Action,2013-12-31
0.01,Action,2015-07-28
0.01,Action,2009-04-09
0.01,Action,2007-10-02
0.01,Action,2007-11-29
0.01,Action,2015-06-25
0.01,Action,2003-07-30
0.01,Action,2015-11-03
0.01,Action,2015-09-03
0.01,Action,2002-05-20
0.01,Action,2018-08-09
0.01,Action,2005-11-17
0.01,Action,2007-11-20
0.01,Action,2003-09-17
0.01,Action,2006-03-30
0.01,Action,2006-09-12
0.01,Action,2006-06-15
0.01,Action,2017-11-01
0.01,Visual Novel,2018-09-20
0.01,Visual Novel,2014-08-14
0.01,Visual Novel,2017-10-12
0.01,Visual Novel,2018-02-22
0.01,Visual Novel,2018-08-02
0.01,Visual Novel,2018-07-26
0.01,Visual Novel,2014-05-29
0.01,Action,2015-06-25
0.01,Action,2014-09-26
0.01,Action,2016-01-29
0.01,Action,2015-07-14
0.01,Action,2009-01-29
0.01,Action,2013-09-19
0.01,Action,2015-07-02
0.01,Action,2001-12-14
0.01,Action,2017-03-28
0.01,Action,2017-11-09
0.01,Action,2005-12-22
0.01,Action,2016-02-09
0.01,Action,2008-11-04
0.01,Action,2008-11-20
0.01,Action,2016-01-21
0.01,Action,2012-08-21
0.01,Action,2013-11-19
0.01,Action,2003-08-05
0.01,Action,2009-10-29
0.01,Action,2015-09-29
0.01,Action,2015-10-27
0.01,Action,2003-12-09
0.01,Action,2014-10-31
0.01,Action,2006-06-27
0.01,Action,2003-07-23
0.01,Action,2014-07-31
0.01,Action,2008-07-10
0.01,Action,2007-08-02
0.01,Action,2008-01-22
0.01,Action,2018-07-31
0.01,Action,2018-11-21
0.01,Action,2005-04-22
0.01,Action,2009-05-22
0.01,Action,2015-07-02
0.01,Action,2018-06-19
0.01,Action,2010-11-02
0.01,Action,2016-08-02
0.01,Action,2010-02-12
0.01,Action,2018-11-29
0.01,Action,2015-03-19
0.01,Action,2008-09-25
0.01,Action,2011-12-17
0.01,Action,2009-08-06
0.01,Action,2003-03-28
0.01,Action,2007-05-29
0.01,Action,2012-03-28
0.01,Action,2015-10-08
0.01,Action,2015-05-28
0.01,Action,2018-08-09
0.01,Action,2009-01-29
0.01,Action,2007-03-22
0.01,Action,2018-06-19
0.01,Action,2010-03-23
0.01,Action,2015-03-31
0.01,Action,2007-09-18
0.01,Action,1999-12-05
0.01,Action,2001-12-06
0.01,Action,2016-04-20
0.01,Action,2015-09-17
0.01,Action,2017-04-21
0.01,Action,2008-08-21
0.01,Action,2014-05-07
0.01,Action,2017-08-25
0.01,Action,2007-11-22
0.01,Action,2005-09-22
0.01,Action,2015-07-23
0.01,Action,2015-09-17
0.01,Action,2017-03-30
0.01,Action,2006-10-16
0.01,Action,2013-10-22
0.01,Action,2006-09-19
0.01,Action,2014-02-28
0.01,Action,2015-01-20
0.01,Action,2015-07-30
0.01,Action,2015-09-17
0.01,Action,2014-11-13
0.01,Action,2014-11-11
0.01,Action,2015-05-08
0.01,Action,2015-08-27
0.01,Action,2009-08-20
0.01,Action,2006-05-25
0.01,Action,2009-06-24
0.01,Action,2007-04-19
0.01,Action,2009-08-27
0.01,Action,2007-08-28
0.01,Action,2015-07-30
0.01,Action,2005-04-24
0.01,Action,2012-10-31
0.01,Action,2015-09-17
0.01,Action,2015-09-25
0.01,Action,2015-02-26
0.01,Action,2011-10-25
0.01,Action,2014-05-07
0.01,Action,2014-10-28
0.01,Action,2009-06-18
0.01,Action,2009-02-19
0.01,Action,2015-08-27
0.01,Action,2015-05-08
0.01,Action,2014-11-13
0.01,Action,2015-11-03
0.01,Action,2008-11-14
0.01,Action,2016-02-19
0.01,Action,2006-05-10
0.01,Action,2015-10-22
0.01,Action,2015-09-03
0.01,Action,2015-02-05
0.01,Action,2006-07-26
0.01,Action,2008-10-16
0.01,Puzzle,2005-10-28
0.01,Puzzle,2012-02-07
0.01,Puzzle,2011-09-13
0.01,Puzzle,2001-08-15
0.01,Party,2018-10-30
0.01,Party,2018-12-04
0.01,Action,2018-11-27
0.01,Action,2014-11-24
0.01,Action,2011-08-05
0.01,Action,2009-01-22
0.01,Action,2009-01-22
0.01,Puzzle,2005-09-20
0.01,Puzzle,2006-11-28
0.01,Puzzle,2002-12-25
0.01,Puzzle,2009-12-01
0.01,Puzzle,2007-12-18
0.01,Puzzle,2002-09-11
0.01,Puzzle,2008-09-25
0.01,Puzzle,2014-04-29
0.01,Puzzle,2002-09-11
0.01,Puzzle,2007-04-01
0.01,Puzzle,2009-04-28
0.01,Puzzle,2011-02-25
0.01,Puzzle,2009-08-11
0.01,Puzzle,2008-04-01
0.01,Puzzle,2006-05-16
0.01,Puzzle,2009-07-28
0.01,Puzzle,2008-12-01
0.01,Puzzle,2009-12-01
0.01,Puzzle,2002-11-01
0.01,Puzzle,2007-08-06
0.01,Puzzle,2006-09-12
0.01,Puzzle,2004-07-20
0.01,Puzzle,2008-03-04
0.01,Puzzle,2009-10-29
0.01,Puzzle,2010-05-25
0.01,Puzzle,2008-08-01
0.01,Puzzle,2011-02-01
0.01,Puzzle,2014-11-11
0.01,Puzzle,2014-08-08
0.01,Puzzle,2010-08-31
0.01,Puzzle,2010-09-02
0.01,Puzzle,2007-02-02
0.01,Puzzle,2010-02-02
0.01,Puzzle,2008-09-09
0.01,Puzzle,2007-02-06
0.01,Puzzle,2011-05-03
0.01,Puzzle,2011-11-25
0.01,Puzzle,2011-01-12
0.01,Puzzle,2007-11-08
0.01,Puzzle,2009-11-17
0.01,Puzzle,2008-01-22
0.01,Puzzle,2006-03-09
0.01,Puzzle,2010-12-06
0.01,Puzzle,2014-09-26
0.01,Puzzle,2009-06-09
0.01,Puzzle,2009-06-11
0.01,Puzzle,2009-09-16
0.01,Puzzle,2000-04-30
0.01,Puzzle,2006-08-30
0.01,Puzzle,2006-03-09
0.01,Puzzle,2017-10-26
0.01,Puzzle,2010-10-28
0.01,Puzzle,2003-02-12
0.01,Strategy,2007-07-02
0.01,Strategy,2006-02-14
0.01,Strategy,2008-09-15
0.01,Strategy,2010-10-08
0.01,Strategy,2002-05-25
0.01,Strategy,2012-04-27
0.01,Strategy,2011-10-07
0.01,Strategy,2008-09-02
0.01,Strategy,2007-12-10
0.01,Strategy,2010-12-02
0.01,Strategy,2007-01-23
0.01,Strategy,2004-09-10
0.01,Strategy,2009-12-10
0.01,Strategy,2017-04-25
0.01,Strategy,2006-04-25
0.01,Strategy,2000-06-13
0.01,Strategy,2011-05-24
0.01,Strategy,2010-05-28
0.01,Strategy,2010-02-25
0.01,Strategy,2010-12-17
0.01,Strategy,2003-02-10
0.01,Strategy,2010-03-11
0.01,Strategy,2008-06-20
0.01,Strategy,2011-06-07
0.01,Strategy,2007-08-28
0.01,Strategy,2004-12-07
0.01,Strategy,2018-12-07
0.01,Strategy,2007-10-16
0.01,Strategy,2007-05-30
0.01,Strategy,2007-03-20
0.01,Strategy,2011-06-03
0.01,Strategy,2017-05-30
0.01,Strategy,2014-01-01
0.01,Strategy,2011-09-26
0.01,Strategy,2012-06-12
0.01,Strategy,2016-05-10
0.01,Strategy,2011-06-28
0.01,Strategy,2009-03-31
0.01,Strategy,2018-12-07
0.01,Strategy,2009-06-23
0.01,Strategy,2008-09-25
0.01,Strategy,2002-09-09
0.01,Strategy,2016-12-15
0.01,Strategy,2010-10-01
0.01,Strategy,2010-03-10
0.01,Strategy,2010-11-18
0.01,Strategy,2011-06-30
0.01,Strategy,2009-11-20
0.01,Strategy,2007-10-18
0.01,Strategy,2007-06-05
0.01,Strategy,2018-09-25
0.01,Strategy,2010-12-02
0.01,Strategy,2009-03-19
0.01,Strategy,1996-06-21
0.01,Strategy,2010-03-11
0.01,Strategy,2016-02-29
0.01,Strategy,2007-01-30
0.01,Strategy,2015-10-23
0.01,Strategy,2017-08-01
0.01,Strategy,2018-09-11
0.01,Strategy,2009-05-28
0.01,Strategy,2007-08-30
0.01,Strategy,2013-11-04
0.01,Strategy,2000-07-12
0.01,Strategy,2009-03-24
0.01,Strategy,2016-05-10
0.01,Strategy,2010-03-16
0.01,Strategy,2017-11-30
0.01,Strategy,2006-11-30
0.01,Strategy,2008-05-19
0.01,Strategy,2011-09-13
0.01,Strategy,2005-07-25
0.01,Strategy,2017-07-13
0.01,Strategy,2008-02-22
0.01,Strategy,2009-03-20
0.01,Strategy,2004-09-28
0.01,Strategy,2002-12-29
0.01,Strategy,2008-03-11
0.01,Strategy,2006-04-27
0.01,Puzzle,2011-05-03
0.01,Puzzle,2015-03-10
0.01,Puzzle,2010-11-19
0.01,Puzzle,2007-09-06
0.01,Puzzle,2009-03-26
0.01,Puzzle,2008-12-22
0.01,Puzzle,2015-05-08
0.01,Puzzle,2006-05-03
0.01,Puzzle,2006-07-13
0.01,Music,2018-12-04
0.01,Music,2015-10-20
0.01,Music,2018-06-19
0.01,Music,2018-10-26
0.01,Music,2014-07-31
0.01,MMO,2018-07-26
0.01,MMO,2018-05-21
0.01,MMO,2017-06-20
0.01,Misc,2014-08-28
0.01,Misc,2009-02-05
0.01,Misc,2008-10-23
0.01,Misc,2008-08-28
0.01,Misc,2009-02-26
0.01,Misc,2009-07-24
0.01,Misc,2011-04-08
0.01,Misc,2010-02-19
0.01,Misc,2009-10-16
0.01,Misc,2014-04-24
0.01,Misc,2007-03-09
0.01,Misc,2016-04-26
0.01,Misc,2009-12-18
0.01,Misc,2018-06-05
0.01,Misc,2010-06-22
0.01,Misc,2009-10-15
0.01,Misc,2014-09-25
0.01,Misc,2010-09-28
0.01,Misc,1998-11-12
0.01,Misc,2018-07-19
0.01,Misc,2012-03-29
0.01,Misc,2009-02-12
0.01,Misc,2018-12-20
0.01,Misc,2014-05-29
0.01,Misc,2012-03-29
0.01,Misc,2013-05-16
0.01,Misc,2010-02-25
0.01,Misc,2013-06-20
0.01,Misc,2009-03-12
0.01,Misc,2008-05-29
0.01,Misc,2014-04-10
0.01,Misc,2018-12-20
0.01,Misc,2012-04-11
0.01,Misc,2008-11-28
0.01,Misc,2017-11-09
0.01,Misc,2007-06-26
0.01,Misc,2009-11-12
0.01,Misc,2012-07-10
0.01,Misc,2014-04-24
0.01,Misc,2013-09-19
0.01,Misc,2013-11-21
0.01,Misc,2012-09-27
0.01,Misc,2012-08-21
0.01,Misc,2007-12-27
0.01,Misc,2017-02-16
0.01,Misc,2013-02-14
0.01,Misc,2005-05-02
0.01,Misc,2013-06-27
0.01,Misc,2018-04-26
0.01,Misc,2013-08-28
0.01,Misc,2012-06-28
0.01,Misc,2013-05-23
0.01,Misc,2017-12-07
0.01,Misc,2008-08-28
0.01,Misc,2006-09-12
0.01,Misc,2012-05-31
0.01,Misc,2017-07-20
0.01,Misc,2009-09-03
0.01,Misc,2010-11-25
0.01,Misc,2012-10-02
0.01,Misc,2013-02-19
0.01,Misc,2009-04-23
0.01,Misc,2007-05-24
0.01,Misc,2013-09-26
0.01,Misc,2012-07-19
0.01,Misc,2006-08-17
0.01,Misc,2008-10-21
0.01,Misc,2017-02-16
0.01,Misc,2013-01-31
0.01,Misc,2008-03-19
0.01,Misc,2013-03-13
0.01,Misc,2018-12-13
0.01,Misc,2013-10-01
0.01,Misc,2014-01-30
0.01,Misc,2012-10-25
0.01,Misc,2014-06-05
0.01,Misc,2014-04-24
0.01,Misc,2012-10-25
0.01,Misc,2012-12-11
0.01,Misc,2010-02-25
0.01,Misc,2011-08-30
0.01,Misc,2012-04-12
0.01,Misc,2012-04-26
0.01,Misc,2013-04-25
0.01,Misc,2012-04-12
0.01,Misc,2014-04-24
0.01,Misc,2007-12-27
0.01,Simulation,2009-01-22
0.01,Simulation,2017-03-22
0.01,Simulation,2004-06-11
0.01,Simulation,2010-02-26
0.01,Simulation,2018-01-11
0.01,Simulation,2015-05-08
0.01,Simulation,2007-11-09
0.01,Simulation,2017-05-09
0.01,Misc,2012-09-27
0.01,Misc,2006-03-23
0.01,Misc,2011-11-23
