total_sales,genre,release_date
0.26,Adventure,2015-03-12
0.26,Simulation,2007-09-24
0.26,Simulation,2008-11-18
0.26,Simulation,2000-12-13
0.26,Simulation,2004-09-28
0.26,Simulation,2009-02-03
0.26,Simulation,2007-10-16
0.26,Simulation,2007-11-14
0.26,Simulation,2009-09-03
0.26,Simulation,2000-08-23
0.26,Simulation,2008-09-23
0.26,Simulation,2009-10-20
0.26,Simulation,2018-07-03
0.26,Role-Playing,2007-03-29
0.26,Role-Playing,2010-05-04
0.26,Role-Playing,1997-01-14
0.26,Role-Playing,2002-10-30
0.26,Role-Playing,2013-10-01
0.26,Role-Playing,2008-06-13
0.26,Role-Playing,1996-10-31
0.26,Role-Playing,2013-12-05
0.26,Role-Playing,2007-11-20
0.26,Role-Playing,2015-11-17
0.26,Simulation,2005-01-27
0.26,Simulation,2009-11-03
0.26,Simulation,2000-02-29
0.26,Simulation,2011-10-25
0.26,Role-Playing,1996-08-09
0.26,Role-Playing,2004-01-20
0.26,Role-Playing,2006-11-06
0.26,Role-Playing,2018-01-01
0.26,Role-Playing,2016-09-06
0.26,Role-Playing,2003-09-17
0.26,Role-Playing,2002-10-01
0.26,Role-Playing,2012-05-15
0.26,Strategy,2007-01-30
0.26,Strategy,2015-02-17
0.26,Strategy,2011-08-30
0.26,Strategy,2010-09-07
0.26,Strategy,2002-08-02
0.26,Misc,2011-07-12
0.26,Misc,2004-05-14
0.26,Misc,2003-11-20
0.26,Misc,2013-06-27
0.26,Misc,2009-09-29
0.26,Misc,2007-10-18
0.26,Misc,1999-03-31
0.26,Misc,2005-10-24
0.26,Misc,2005-10-21
0.26,Misc,2009-10-06
0.26,Misc,2010-10-12
0.26,Misc,2009-11-29
0.26,Misc,2009-11-03
0.26,Misc,2006-03-14
0.26,Platform,2002-10-29
0.26,Platform,2002-09-16
0.26,Platform,2009-03-24
0.26,Platform,2016-02-23
0.26,Platform,2005-03-24
0.26,Platform,2004-11-10
0.26,Platform,1998-06-30
0.26,Platform,2002-05-29
0.26,Puzzle,2005-04-18
0.26,Shooter,1999-11-30
0.26,Shooter,1999-08-01
0.26,Shooter,2013-03-26
0.26,Shooter,2013-05-21
0.26,Shooter,2008-11-04
0.26,Shooter,1987-06-14
0.26,Shooter,2010-11-02
0.26,Shooter,1999-09-09
0.26,Shooter,2003-01-12
0.26,Shooter,2008-11-18
0.26,Shooter,2002-12-07
0.26,Shooter,2011-11-08
0.26,Fighting,2004-10-12
0.26,Action-Adventure,2016-09-13
0.26,Fighting,1999-02-23
0.26,Fighting,2018-10-26
0.26,Fighting,2017-03-07
0.26,Fighting,2002-11-18
0.26,Fighting,2014-10-21
0.26,Fighting,1997-11-27
0.26,Puzzle,2012-09-25
0.26,Puzzle,2009-10-23
0.26,Action,2007-03-30
0.26,Action,2016-11-10
0.26,Action,2009-04-09
0.26,Action,2010-11-02
0.26,Action,2006-02-07
0.26,Action,2003-10-28
0.26,Action,2012-02-22
0.26,Action,2010-02-23
0.26,Action,2006-11-20
0.25,Action,2006-09-18
0.25,Action,2008-11-18
0.25,Action,2011-03-22
0.25,Action,2009-10-06
0.25,Action,2006-05-24
0.25,Role-Playing,2009-04-23
0.25,Platform,2006-03-14
0.25,Platform,2016-09-27
0.25,Platform,2002-08-21
0.25,Simulation,2010-03-02
0.25,Misc,2010-11-02
0.25,Misc,2002-01-01
0.25,Simulation,2010-02-25
0.25,Simulation,2011-11-15
0.25,Simulation,2008-11-18
0.25,Misc,2004-11-16
0.25,Misc,2009-09-11
0.25,Misc,2007-09-25
0.25,Misc,2007-09-18
0.25,Misc,2005-08-31
0.25,Simulation,2005-10-24
0.25,Simulation,2009-10-20
0.25,Simulation,2007-03-20
0.25,Simulation,2003-11-18
0.25,Simulation,2008-09-23
0.25,Racing,2007-10-29
0.25,Racing,2007-10-22
0.25,Racing,1996-09-30
0.25,Racing,2008-06-10
0.25,Racing,2002-06-17
0.25,Racing,1997-09-30
0.25,Racing,1997-08-31
0.25,Racing,2009-03-10
0.25,Sports,2007-10-15
0.25,Sports,1998-02-19
0.25,Racing,2009-10-27
0.25,Racing,2000-02-29
0.25,Racing,2002-03-21
0.25,Racing,2005-09-01
0.25,Racing,2008-06-10
0.25,Racing,2013-11-19
0.25,Sports,2013-09-24
0.25,Sports,1995-09-04
0.25,Racing,2005-11-10
0.25,Racing,2007-08-27
0.25,Racing,2015-01-01
0.25,Action,2012-11-27
0.25,Action,2001-11-08
0.25,Puzzle,2009-03-17
0.25,Puzzle,2001-06-26
0.25,Sports,2008-06-10
0.25,Sports,2009-08-04
0.25,Racing,2015-07-21
0.25,Sports,1998-11-23
0.25,Sports,1999-11-08
0.25,Sports,1999-11-17
0.25,Sports,2000-03-30
0.25,Sports,2002-03-18
0.25,Fighting,1994-12-02
0.25,Fighting,2003-03-31
0.25,Fighting,2014-10-21
0.25,Sports,2005-09-06
0.25,Sports,2008-05-19
0.25,Sports,2006-11-13
0.25,Sports,1997-12-03
0.25,Sports,2000-10-26
0.25,Sports,2007-09-11
0.25,Racing,2006-10-23
0.25,Racing,2010-11-09
0.25,Sports,2003-10-28
0.25,Sports,2005-11-30
0.25,Sports,1998-06-18
0.25,Adventure,2010-03-30
0.25,Adventure,2009-05-26
0.25,Misc,2002-12-06
0.25,Adventure,2017-09-26
0.25,Adventure,2008-07-22
0.25,Adventure,2009-10-26
0.25,Adventure,1998-01-22
0.25,Adventure,2008-11-18
0.25,Adventure,2006-06-28
0.25,Adventure,2008-10-13
0.25,Action-Adventure,2014-04-29
0.25,Action-Adventure,2014-04-08
0.25,Action-Adventure,2012-04-13
0.25,Fighting,2001-10-30
0.25,Fighting,1999-06-01
0.25,Fighting,2000-11-13
0.25,Role-Playing,2007-09-14
0.25,Role-Playing,2011-05-31
0.25,Role-Playing,2015-12-22
0.25,Role-Playing,2010-11-09
0.25,Role-Playing,2009-09-15
0.25,Role-Playing,2009-09-08
0.25,Role-Playing,1999-09-01
0.25,Role-Playing,2009-07-07
0.25,Sports,2002-01-13
0.25,Sports,2013-09-24
0.25,Puzzle,2018-11-09
0.25,Sports,2014-10-28
0.25,Sports,2002-04-25
0.25,Sports,2002-04-18
0.25,Sports,2007-02-26
0.25,Adventure,2006-11-14
0.25,Platform,2018-05-22
0.25,Platform,2003-09-23
0.25,Platform,2005-09-12
0.25,Platform,2014-10-28
0.25,Platform,2010-10-05
0.25,Platform,1996-08-31
0.25,Misc,1999-10-31
0.25,Misc,2010-11-23
0.25,Action-Adventure,2013-04-23
0.25,Action-Adventure,2012-11-20
0.25,Action-Adventure,2016-03-01
0.25,Adventure,2002-06-03
0.25,Adventure,2017-11-14
0.25,Misc,2008-12-18
0.25,Misc,2010-06-18
0.25,Misc,2009-07-29
0.25,Misc,1998-10-01
0.25,Misc,2003-02-04
0.25,Misc,2010-10-26
0.25,Misc,2005-08-21
0.25,Misc,2004-06-24
0.25,Misc,2011-09-20
0.25,Misc,2001-11-22
0.25,Misc,2004-11-16
0.25,Sports,2010-07-06
0.25,Sports,2016-04-28
0.25,Sports,2003-03-17
0.25,Sports,2016-08-23
0.25,Role-Playing,2002-06-25
0.25,Role-Playing,2000-02-29
0.25,Sports,2010-03-09
0.25,Role-Playing,2009-03-24
0.25,Shooter,1995-01-01
0.25,Shooter,2001-05-06
0.25,Shooter,2005-06-07
0.25,Shooter,2003-11-24
0.25,Action,2006-03-13
0.25,Platform,2010-11-14
0.25,Platform,2005-11-03
0.25,Shooter,2004-10-19
0.25,Shooter,2005-11-17
0.25,Shooter,2009-04-07
0.25,Shooter,1996-08-31
0.25,Shooter,2004-06-02
0.25,Strategy,2008-12-05
0.25,Party,2013-06-23
0.25,Action,2016-05-27
0.25,Action,2011-10-04
0.25,Action,1998-04-09
0.25,Role-Playing,2004-09-21
0.25,Action,2010-06-22
0.25,Action,2002-10-01
0.25,Strategy,1992-05-01
0.25,Strategy,1994-12-03
0.25,Strategy,2018-11-16
0.25,Action,2007-10-16
0.25,Action,2005-10-12
0.25,Action,2018-11-27
0.25,Action,1999-09-30
0.25,Action,2012-03-20
0.25,Action,2009-06-09
0.25,Action,2009-05-01
0.25,Action,2008-10-21
0.25,Action,2009-10-26
0.25,Action,2008-11-04
0.25,Action,2011-05-24
0.25,Action,1998-08-31
0.25,Action,2008-11-18
0.25,Action,2007-09-12
0.25,Racing,1997-02-21
0.25,Racing,2004-06-02
0.25,Role-Playing,1999-09-30
0.25,Role-Playing,2013-11-26
0.25,Racing,1996-10-01
0.25,Role-Playing,2005-09-20
0.25,Role-Playing,2018-09-25
0.25,Role-Playing,2001-05-02
0.25,Role-Playing,1997-05-23
0.25,Strategy,2000-02-11
0.25,Music,2012-12-14
0.24,Sports,2011-09-27
0.24,Sports,2009-06-16
0.24,Action,2015-01-27
0.24,Action,2017-08-22
0.24,Action,2011-12-10
0.24,Action,2015-03-31
0.24,Puzzle,2008-11-26
0.24,Puzzle,2009-03-17
0.24,Role-Playing,2007-09-18
0.24,Role-Playing,2017-04-04
0.24,Role-Playing,2010-02-09
0.24,Role-Playing,2017-11-03
0.24,Role-Playing,2003-08-07
0.24,Racing,2007-05-08
0.24,Racing,1999-08-31
0.24,Racing,2007-09-17
0.24,Racing,2001-11-14
0.24,Racing,2004-01-01
0.24,Racing,2009-12-01
0.24,Racing,2005-09-14
0.24,Racing,2007-11-13
0.24,Action,1997-12-01
0.24,Action,2005-11-21
0.24,Action,2011-09-27
0.24,Role-Playing,2011-03-15
0.24,Role-Playing,2009-08-25
0.24,Puzzle,2012-02-14
0.24,Puzzle,2005-10-01
0.24,Action,2003-12-11
0.24,Adventure,2009-03-24
0.24,Adventure,2009-11-03
0.24,Action,2018-03-23
0.24,Action,2007-02-13
0.24,Action,2011-09-27
0.24,Action,2001-11-25
0.24,Action,2009-10-20
0.24,Action,2009-08-04
0.24,Action,2015-10-06
0.24,Action,2003-09-17
0.24,Action,2014-05-06
0.24,Action,2006-09-19
0.24,Action,2005-06-27
0.24,Action,2010-09-07
0.24,Action,2009-01-27
0.24,Action,2008-06-05
0.24,Action,2004-10-26
0.24,Action,1998-09-30
0.24,Action,2009-10-20
0.24,Misc,2000-11-14
0.24,Misc,1999-10-31
0.24,Misc,2011-10-25
0.24,Misc,2010-03-23
0.24,Misc,2005-12-13
0.24,Misc,2013-11-22
0.24,Misc,2008-11-18
0.24,Platform,2015-09-08
0.24,Platform,2003-02-11
0.24,Platform,2005-09-19
0.24,Platform,2012-11-18
0.24,Action,2000-05-31
0.24,Action,2009-06-23
0.24,Action,1989-01-01
0.24,Action,2010-05-18
0.24,Shooter,2004-09-20
0.24,Platform,2010-10-05
0.24,Platform,2004-08-05
0.24,Shooter,2005-03-21
0.24,Shooter,2003-10-28
0.24,Shooter,2011-03-15
0.24,Shooter,1998-04-30
0.24,Shooter,2010-03-16
0.24,Shooter,2006-03-28
0.24,Shooter,2008-02-26
0.24,Shooter,2017-07-27
0.24,Shooter,2017-10-02
0.24,Shooter,2000-10-22
0.24,Shooter,2010-06-29
0.24,Action,2009-12-01
0.24,Misc,2008-11-16
0.24,Misc,2008-10-21
0.24,Misc,1998-10-16
0.24,Misc,2005-03-15
0.24,Misc,2007-10-23
0.24,Misc,2017-04-27
0.24,Misc,2004-05-27
0.24,Misc,2009-09-22
0.24,Misc,2008-10-14
0.24,Role-Playing,2012-05-22
0.24,Role-Playing,2016-07-12
0.24,Role-Playing,2007-10-30
0.24,Role-Playing,2010-01-05
0.24,Misc,2013-11-14
0.24,Misc,2003-03-09
0.24,Misc,2011-11-15
0.24,Role-Playing,2003-02-27
0.24,Role-Playing,2005-07-26
0.24,Sports,2005-10-18
0.24,Sports,2016-04-28
0.24,Sports,2011-11-08
0.24,Sports,2011-05-10
0.24,Sports,2009-06-08
0.24,Sports,2006-04-24
0.24,Misc,2006-01-10
0.24,Misc,2002-05-08
0.24,Misc,2011-02-22
0.24,Misc,2016-10-25
0.24,Misc,2011-11-15
0.24,Action,2013-08-27
0.24,Action-Adventure,2015-10-30
0.24,Sports,2008-07-15
0.24,Sports,2010-04-01
0.24,Sports,2008-07-24
0.24,Sports,2002-12-02
0.24,Sports,2003-11-17
0.24,Sports,2009-09-08
0.24,Sports,2001-06-07
0.24,Sports,1996-09-27
0.24,Sports,2005-04-12
0.24,Sports,2011-04-14
0.24,Sports,2010-06-01
0.24,Sports,2013-11-22
0.24,Sports,2012-02-14
0.24,Sports,2003-08-07
0.24,Sports,1996-01-01
0.24,Sports,2009-10-06
0.24,Sports,2017-09-15
0.24,Misc,2011-10-18
0.24,Fighting,2000-11-13
0.24,Fighting,2018-05-29
0.24,Fighting,2006-06-13
0.24,Education,2006-02-09
0.24,Adventure,2012-09-30
0.24,Adventure,2009-08-25
0.24,Action-Adventure,2016-06-28
0.24,Fighting,1999-02-28
0.24,Fighting,2005-03-22
0.24,Adventure,2006-11-02
0.24,Adventure,2011-12-06
0.24,Adventure,2003-11-11
0.24,Adventure,2007-06-25
0.24,Adventure,2004-11-29
0.24,Racing,2003-12-10
0.24,Racing,2003-05-01
0.24,Racing,2001-12-17
0.24,Sports,1995-09-01
0.24,Adventure,2008-11-11
0.24,Adventure,2004-06-02
0.24,Role-Playing,2007-08-14
0.24,Role-Playing,2009-03-10
0.24,Role-Playing,2017-01-31
0.24,Role-Playing,2004-09-27
0.24,Action,1998-11-01
0.24,Racing,2007-07-23
0.24,Racing,2004-08-31
0.24,Racing,2009-06-02
0.24,Racing,2015-06-23
0.24,Simulation,2006-03-22
0.24,Simulation,1999-07-29
0.24,Simulation,2006-03-28
0.24,Simulation,2012-03-13
0.24,Simulation,2009-10-06
0.24,Simulation,2015-05-19
0.24,Simulation,2008-02-05
0.24,Simulation,2008-01-08
0.24,Puzzle,2009-10-26
0.24,Action,2000-07-14
0.24,Action,1999-10-31
0.24,Action,2000-11-21
0.24,Action,2018-07-27
0.24,Action,2002-01-28
0.24,Action,1997-09-30
0.24,Action,2011-03-22
0.24,Strategy,2008-06-23
0.24,Role-Playing,2010-03-02
0.24,Role-Playing,2012-05-15
0.24,Music,2018-10-23
0.24,MMO,2017-06-06
0.24,Role-Playing,2007-04-17
0.24,Role-Playing,1996-02-23
0.24,Role-Playing,2008-12-18
0.23,Role-Playing,2006-04-18
0.23,Role-Playing,2006-11-07
0.23,Role-Playing,2012-07-31
0.23,Role-Playing,1996-10-25
0.23,Role-Playing,2014-05-13
0.23,Role-Playing,2004-12-09
0.23,Racing,2001-11-15
0.23,Racing,2012-06-12
0.23,Racing,2007-10-25
0.23,Action,2005-09-20
0.23,Action,2018-03-20
0.23,Strategy,2003-08-08
0.23,Music,2015-05-26
0.23,MMO,2011-01-11
0.23,Role-Playing,2007-05-08
0.23,Racing,2017-06-06
0.23,Role-Playing,2017-10-17
0.23,Sports,2006-11-14
0.23,Sports,2008-11-16
0.23,Sports,2000-09-05
0.23,Platform,2003-03-10
0.23,Platform,2011-11-15
0.23,Platform,1998-05-31
0.23,Platform,2017-03-03
0.23,Sports,1999-08-05
0.23,Sports,2009-08-07
0.23,Sports,2002-05-19
0.23,Sports,2002-09-25
0.23,Sports,2002-11-05
0.23,Sports,2010-01-12
0.23,Sports,2010-02-08
0.23,Sports,2008-11-20
0.23,Sports,2010-05-20
0.23,Sports,2003-10-28
0.23,Sports,2002-10-27
0.23,Simulation,2012-12-20
0.23,Simulation,2011-10-11
0.23,Simulation,2009-04-27
0.23,Simulation,2010-06-24
0.23,Simulation,2009-01-06
0.23,Simulation,1998-08-01
0.23,Simulation,1998-11-04
0.23,Simulation,2012-02-23
0.23,Simulation,2008-10-21
0.23,Sports,2007-10-30
0.23,Action,2007-10-09
0.23,Sports,2005-08-08
0.23,Sports,2010-03-02
0.23,Sports,2005-10-11
0.23,Sports,2012-11-18
0.23,Sports,2002-01-28
0.23,Sports,2015-09-29
0.23,Sports,2006-08-25
0.23,Sports,2000-02-29
0.23,Sports,2003-09-09
0.23,Sports,2002-08-14
0.23,Sports,2008-07-15
0.23,Sports,2007-10-15
0.23,Sports,2003-08-27
0.23,Sports,2010-06-29
0.23,Sports,2017-12-05
0.23,Sports,2009-09-08
0.23,Sports,2011-08-30
0.23,Sports,2003-02-13
0.23,Sports,2010-06-01
0.23,Sports,2010-10-26
0.23,Shooter,2002-09-23
0.23,Shooter,2014-06-24
0.23,Shooter,2003-10-01
0.23,Shooter,2003-06-18
0.23,Adventure,2005-11-08
0.23,Adventure,2005-11-08
0.23,Adventure,2010-11-02
0.23,Role-Playing,2008-10-15
0.23,Role-Playing,2010-01-12
0.23,Role-Playing,2009-05-26
0.23,Role-Playing,2005-01-20
0.23,Action,2010-09-14
0.23,Action,2002-08-18
0.23,Action,2014-07-01
0.23,Shooter,1995-01-26
0.23,Shooter,2002-11-20
0.23,Shooter,2001-03-28
0.23,Shooter,1991-09-01
0.23,Shooter,2003-11-10
0.23,Shooter,2015-06-16
0.23,Shooter,2008-02-19
0.23,Shooter,2012-06-26
0.23,Action,2008-11-04
0.23,Action,2016-10-13
0.23,Platform,2003-10-07
0.23,Platform,2002-09-24
0.23,Action-Adventure,2015-09-20
0.23,Action-Adventure,2014-04-08
0.23,Adventure,2009-04-07
0.23,Adventure,2009-02-19
0.23,Adventure,2007-10-16
0.23,Adventure,2004-11-02
0.23,Action,2006-03-02
0.23,Adventure,2011-01-04
0.23,Adventure,2015-10-13
0.23,Adventure,2010-11-16
0.23,Misc,2008-03-11
0.23,Misc,2009-07-21
0.23,Misc,2008-11-16
0.23,Misc,2004-07-13
0.23,Misc,2014-04-10
0.23,Misc,2011-10-25
0.23,Misc,2008-11-17
0.23,Misc,2006-01-10
0.23,Misc,2008-11-18
0.23,Misc,2005-12-06
0.23,Misc,2010-09-21
0.23,Misc,2004-10-26
0.23,Adventure,2007-10-30
0.23,Adventure,2008-09-23
0.23,Action-Adventure,2018-07-24
0.23,Misc,2007-10-30
0.23,Misc,2009-05-22
0.23,Misc,2013-11-05
0.23,Misc,2011-10-11
0.23,Misc,2008-07-15
0.23,Misc,2011-11-15
0.23,Action,2008-10-13
0.23,Action,1999-03-31
0.23,Action,2012-05-16
0.23,Action,2016-05-31
0.23,Action,2003-10-29
0.23,Action,1996-11-01
0.23,Action,2005-11-16
0.23,Action,2004-03-13
0.23,Action,2010-02-16
0.23,Action,1997-10-31
0.23,Action,2002-09-10
0.23,Action,2011-11-22
0.23,Action,2003-04-10
0.23,Action,2005-08-23
0.23,Action,2011-10-04
0.23,Action,2018-02-20
0.23,Action,2012-10-16
0.23,Action,2008-11-04
0.23,Action,2009-03-12
0.23,Action,2007-09-25
0.23,Fighting,2014-10-01
0.23,Fighting,1999-12-30
0.23,Fighting,2000-11-06
0.23,Fighting,1996-07-31
0.23,Fighting,1998-01-01
0.23,Fighting,1998-03-26
0.23,Fighting,1995-01-01
0.23,Fighting,2007-05-29
0.23,Fighting,2008-10-03
0.23,Adventure,2009-11-03
0.23,Puzzle,2010-10-05
0.23,Puzzle,2005-06-28
0.23,Puzzle,1996-08-01
0.23,Racing,2002-10-28
0.23,Racing,2011-11-01
0.23,Racing,2003-06-25
0.23,Racing,2007-11-06
0.23,Racing,2008-11-17
0.23,Racing,2014-10-21
0.23,Racing,2014-12-02
0.23,Racing,2003-09-16
0.23,Racing,2004-08-25
0.23,Racing,2003-09-09
0.23,Music,2017-10-24
0.23,Strategy,2015-11-03
0.23,Strategy,1999-04-15
0.23,Strategy,2008-11-28
0.23,Role-Playing,2006-11-22
0.23,Role-Playing,2008-10-01
0.23,Role-Playing,1997-12-31
0.23,Role-Playing,2007-02-06
0.23,Role-Playing,2010-08-17
0.23,Racing,2007-07-23
0.23,Racing,2011-03-15
0.23,Puzzle,2011-01-04
0.23,Puzzle,2013-11-15
0.23,Puzzle,2006-03-21
0.23,Puzzle,1993-01-01
0.23,Puzzle,2008-12-18
0.22,Role-Playing,2014-03-25
0.22,Role-Playing,2016-09-06
0.22,Role-Playing,2018-02-09
0.22,Role-Playing,2009-12-10
0.22,Racing,2009-08-04
0.22,Role-Playing,2013-03-14
0.22,Racing,2017-06-30
0.22,Racing,2016-08-19
0.22,Racing,2010-03-23
0.22,Role-Playing,2018-02-13
0.22,Racing,1999-04-23
0.22,Racing,2008-10-28
0.22,Racing,2002-11-13
0.22,Role-Playing,2011-03-29
0.22,Fighting,2008-09-09
0.22,Fighting,2008-11-11
0.22,Fighting,2000-11-09
0.22,Action-Adventure,2014-04-29
0.22,Action-Adventure,2018-11-13
0.22,Platform,1992-04-01
0.22,Platform,2004-10-05
0.22,Platform,2006-03-07
0.22,Sports,2002-08-21
0.22,Sports,2001-11-28
0.22,Sports,2005-10-04
0.22,Sports,2006-05-11
0.22,Sports,2011-06-28
0.22,Simulation,2008-11-18
0.22,Simulation,2009-03-24
0.22,Sports,2006-10-24
0.22,Sports,2010-11-02
0.22,Sports,2008-11-17
0.22,Sports,2001-09-05
0.22,Sports,2003-09-16
0.22,Sports,2014-10-28
0.22,Simulation,2009-09-08
0.22,Sports,2007-12-03
0.22,Sports,2005-04-27
0.22,Sports,2002-11-25
0.22,Simulation,2002-05-31
0.22,Simulation,2016-03-01
0.22,Misc,2009-09-22
0.22,Simulation,2009-03-10
0.22,Simulation,2012-03-20
0.22,Simulation,2006-06-27
0.22,Adventure,2008-11-18
0.22,Adventure,2018-03-06
0.22,Adventure,2010-09-17
0.22,Adventure,2009-09-15
0.22,Adventure,2007-10-11
0.22,Adventure,2009-10-06
0.22,Adventure,2004-03-02
0.22,Adventure,2002-03-04
0.22,Strategy,1998-07-31
0.22,Adventure,2008-11-04
0.22,Fighting,2004-06-30
0.22,Fighting,2000-01-31
0.22,Strategy,2010-02-16
0.22,Strategy,2012-11-29
0.22,Party,2012-09-25
0.22,Party,2012-09-25
0.22,Action,2002-06-18
0.22,Action,2011-05-24
0.22,Misc,2002-03-25
0.22,Sports,2004-07-15
0.22,Sports,2004-07-27
0.22,Misc,2008-11-27
0.22,Misc,2002-10-30
0.22,Misc,2009-05-19
0.22,Sports,2008-09-02
0.22,Sports,1999-12-30
0.22,Action,2011-10-20
0.22,Action,2004-09-20
0.22,Sports,2008-10-07
0.22,Sports,1996-10-31
0.22,Sports,1999-10-06
0.22,Sports,2001-11-17
0.22,Misc,2007-01-02
0.22,Misc,2011-10-25
0.22,Sports,1996-08-31
0.22,Sports,2006-12-12
0.22,Sports,2011-11-08
0.22,Sports,1995-05-26
0.22,Sports,2008-08-04
0.22,Sports,1996-12-20
0.22,Shooter,2011-09-27
0.22,Shooter,2004-09-14
0.22,Shooter,2013-08-20
0.22,Shooter,2015-03-06
0.22,Shooter,2015-09-01
0.22,Action,2009-10-27
0.22,Shooter,2004-10-05
0.22,Shooter,2004-10-19
0.22,Action,1994-01-01
0.22,Shooter,2002-09-09
0.22,Shooter,2013-05-21
0.22,Shooter,2007-05-16
0.22,Adventure,2014-11-04
0.22,Adventure,2010-10-26
0.22,Action,2002-08-13
0.22,Action,2018-10-16
0.22,Action,2005-10-25
0.22,Action,2007-09-27
0.22,Action,2009-06-02
0.22,Action,2010-11-16
0.22,Action,2015-03-03
0.22,Action,2007-11-13
0.22,Action,2011-06-14
0.22,Action,2005-11-15
0.22,Action,2018-10-30
0.22,Action,2015-11-18
0.22,Action,2004-03-09
0.22,Action,2001-01-10
0.22,Action,1999-03-01
0.22,Action,2000-01-31
0.22,Action,2007-10-04
0.22,Action,2011-11-23
0.22,Action,2009-07-21
0.22,Action,2011-11-10
0.22,Action,2017-06-20
0.22,Action,2011-11-11
0.22,Strategy,2004-11-02
0.22,Music,2015-10-20
0.22,Misc,2005-12-08
0.22,Misc,2004-11-16
0.22,Action,2005-09-08
0.22,Misc,2004-09-20
0.22,Misc,2008-10-21
0.22,Misc,2015-02-10
0.22,Misc,2009-06-16
0.22,Misc,2009-10-26
0.22,Misc,2008-11-04
0.22,Misc,2013-10-08
0.22,Action,2005-10-25
0.22,Misc,2003-02-14
0.22,Misc,2011-10-11
0.22,Misc,2003-11-18
0.22,Misc,2016-07-21
0.22,Misc,2010-09-21
0.22,Misc,2011-04-05
0.22,Misc,2002-11-20
0.22,Sports,2008-08-21
0.22,Misc,2001-07-13
0.22,Misc,1997-12-19
0.22,Action,2009-08-04
0.22,Strategy,2015-03-13
0.22,Strategy,2006-02-14
0.22,Strategy,2010-11-23
0.22,Platform,2010-10-05
0.22,Platform,2005-03-14
0.22,Action,2010-04-20
0.22,Action,2004-11-18
0.22,Action,2018-03-20
0.22,Action,2011-07-12
0.22,Action,2017-04-25
0.22,Action,2009-02-09
0.22,Platform,2003-03-30
0.22,Platform,2017-11-07
0.22,Racing,2005-11-09
0.22,Puzzle,1998-10-31
0.22,Puzzle,2002-06-23
0.22,Puzzle,2000-11-12
0.22,Racing,2011-05-24
0.22,Puzzle,1997-01-24
0.22,Puzzle,2010-03-16
0.22,Puzzle,2007-09-18
0.22,Action,2010-10-26
0.22,Role-Playing,2005-11-16
0.22,Role-Playing,2017-09-22
0.22,Role-Playing,2008-11-18
0.22,Role-Playing,2010-02-16
0.22,Role-Playing,2001-12-13
0.22,Role-Playing,2014-10-28
0.22,Role-Playing,2007-09-18
0.22,Role-Playing,2011-05-31
0.22,Role-Playing,2012-07-19
0.22,Role-Playing,2003-01-27
0.21,Platform,2003-11-03
0.21,Role-Playing,1997-07-04
0.21,Sports,2001-11-17
0.21,Sports,2002-07-20
0.21,Role-Playing,2017-09-12
0.21,Role-Playing,2018-02-13
0.21,Role-Playing,2015-12-22
0.21,Racing,2010-12-07
0.21,Racing,2000-10-16
0.21,Racing,2009-03-03
0.21,Racing,2001-04-23
0.21,Racing,1999-03-24
0.21,Sports,2005-03-23
0.21,Sports,2002-11-10
0.21,Sports,2012-07-19
0.21,Sports,2011-11-08
0.21,Action,2009-10-13
0.21,Action,2010-11-16
0.21,Action,2002-02-28
0.21,Action,2010-06-29
0.21,Action,2016-06-28
0.21,Racing,2004-09-28
0.21,Racing,2004-11-15
0.21,Fighting,2000-06-30
0.21,Fighting,2012-10-23
0.21,Platform,2007-10-18
0.21,Platform,2002-11-27
0.21,Platform,1999-08-31
0.21,Platform,2003-10-20
0.21,Fighting,2009-09-22
0.21,Fighting,2005-10-18
0.21,Fighting,2005-03-22
0.21,Fighting,1997-09-30
0.21,Fighting,1998-02-10
0.21,Fighting,1996-12-31
0.21,Fighting,2014-12-16
0.21,Puzzle,2009-12-18
0.21,Action,2004-03-10
0.21,Role-Playing,2008-05-15
0.21,Role-Playing,2002-09-23
0.21,Role-Playing,2018-11-14
0.21,Role-Playing,1996-12-28
0.21,Platform,2004-05-21
0.21,Platform,1996-10-31
0.21,Platform,2005-11-15
0.21,Action,2007-07-03
0.21,Action,2013-01-08
0.21,Action,2006-11-14
0.21,Action,2003-02-15
0.21,Action,2006-09-18
0.21,Action,2010-10-07
0.21,Action,2018-03-13
0.21,Action,2014-05-07
0.21,Action,2017-07-25
0.21,Action,2011-09-20
0.21,Misc,2015-06-30
0.21,Music,2017-10-24
0.21,Action,2004-12-07
0.21,Action,2008-10-13
0.21,Misc,2008-11-11
0.21,Misc,2011-02-08
0.21,Misc,2005-10-18
0.21,Misc,2010-10-26
0.21,Misc,2008-07-22
0.21,Misc,2007-04-24
0.21,Misc,2015-01-24
0.21,Misc,2011-02-08
0.21,Misc,2006-12-07
